Bin ID,Genome Name,IMG Genome ID,Bin Quality,Bin Lineage,GTDB-Tk Taxonomy Lineage,Bin Methods,Created By,Date Added,Bin Completeness,Bin Contamination,Total Number of Bases,5s rRNA,16s rRNA,23s rRNA,tRNA Genes,Gene Count,Scaffold Count,GOLD Study ID
3300060668_29,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_043-O-20210803-comp-1",3300060668,MQ,Bacteria,Bacteria; Myxococcota; Polyangia; Palsa-1104_A; Fen-1088; JADGRB01,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-06,92.58,6.94,5758489,1,1,1,45,5457,259,Gs0161344
3300060668_35,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_043-O-20210803-comp-1",3300060668,MQ,Bacteria; Pseudomonadota; Gammaproteobacteria,Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; Bog-1198,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-06,57.83,2.36,1372973,0,0,0,11,1516,273,Gs0161344
3300060668_45,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_043-O-20210803-comp-1",3300060668,MQ,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Nitrobacteraceae; Bradyrhizobium,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Bradyrhizobium,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-06,66.55,9.48,6691498,0,1,0,43,7384,630,Gs0161344
3300060668_47,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_043-O-20210803-comp-1",3300060668,MQ,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Verrucomicrobiales,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; UBA11358; UBA11358,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-06,75.47,1.81,2355827,1,1,1,35,2519,286,Gs0161344
3300060668_5,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_043-O-20210803-comp-1",3300060668,MQ,Bacteria; Acidobacteriota; Terriglobia; Bryobacterales,Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; Bog-105,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-06,63.26,0.43,4254926,1,0,1,46,4257,556,Gs0161344
3300060668_58,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_043-O-20210803-comp-1",3300060668,MQ,Bacteria; Pseudomonadota; Alphaproteobacteria,Bacteria; Proteobacteria; Alphaproteobacteria; Micropepsales; Micropepsaceae; Rhizomicrobium,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-06,89.22,0.65,2741883,1,0,1,36,2924,202,Gs0161344
3300060668_6,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_043-O-20210803-comp-1",3300060668,HQ,Bacteria,Bacteria; Myxococcota; Polyangia; Palsa-1104_A; Fen-1088,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-06,90.68,3.25,6164008,1,1,1,45,5395,393,Gs0161344
3300060668_62,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_043-O-20210803-comp-1",3300060668,MQ,Bacteria; Bacteroidota; Bacteroidia,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; VadinHA17; LD21,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-06,82.71,1.19,2448227,0,0,0,32,2296,309,Gs0161344
3300060668_63,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_043-O-20210803-comp-1",3300060668,MQ,Bacteria; Pseudomonadota; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium,Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-06,65.3,2.36,2990066,0,0,0,27,3394,515,Gs0161344
3300060669_18,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_042-O-20210803-comp-1",3300060669,MQ,Bacteria,Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; Tepidisphaeraceae; PALSA-1353,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,62.55,3.41,3244299,0,1,0,28,3259,429,Gs0161344
3300060669_4,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_042-O-20210803-comp-1",3300060669,MQ,Bacteria; Acidobacteriota; Terriglobia; Bryobacterales; Solibacteraceae; Candidatus Solibacter; Candidatus Solibacter usitatus,Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; Solibacter,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,58.45,0,3137182,0,1,0,27,3407,554,Gs0161344
3300060669_8,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_042-O-20210803-comp-1",3300060669,MQ,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Nitrobacteraceae; Bradyrhizobium,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Bradyrhizobium,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,88.82,4.16,7945096,1,0,1,58,8906,784,Gs0161344
3300060670_10,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_041-O-20210803-comp-1",3300060670,MQ,Bacteria,Bacteria; Eremiobacterota; Eremiobacteria; Baltobacterales; Baltobacteraceae,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,62.32,0.93,1899489,0,0,0,15,2182,303,Gs0161344
3300060670_11,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_041-O-20210803-comp-1",3300060670,MQ,Bacteria; Actinomycetota,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-465,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,89.02,6.41,6766660,2,0,2,60,7228,516,Gs0161344
3300060670_2,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_041-O-20210803-comp-1",3300060670,MQ,Bacteria; Actinomycetota; Actinomycetes,Bacteria; Actinobacteriota; Actinomycetia; Streptosporangiales; Streptosporangiaceae; Palsa-504,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,78.22,7.93,6587510,1,1,0,39,6991,801,Gs0161344
3300060670_23,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_041-O-20210803-comp-1",3300060670,MQ,Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-744,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,80.51,1.71,2318006,1,0,1,33,2523,256,Gs0161344
3300060670_25,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_041-O-20210803-comp-1",3300060670,HQ,Bacteria; Pseudomonadota; Betaproteobacteria,Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; SG8-39; SCGC-AG-212-J23,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,98.74,1.9,4164638,1,1,1,43,4297,27,Gs0161344
3300060670_26,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_041-O-20210803-comp-1",3300060670,MQ,Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Intrasporangiaceae,Bacteria; Actinobacteriota; Actinomycetia; Actinomycetales; Dermatophilaceae,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,81.92,1.95,3351093,1,0,1,58,3550,384,Gs0161344
3300060670_27,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_041-O-20210803-comp-1",3300060670,MQ,Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae,Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Gp1-AA117; Gp1-AA17,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,75.52,1.72,4114158,1,1,1,38,4113,266,Gs0161344
3300060670_30,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_041-O-20210803-comp-1",3300060670,MQ,Bacteria; Actinomycetota,Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; Gaiellaceae; JACCRW01,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,63.25,3.74,1987636,1,0,1,19,2265,334,Gs0161344
3300060670_31,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_041-O-20210803-comp-1",3300060670,MQ,Bacteria; Chloroflexota; Ktedonobacteria; Ktedonobacterales,Bacteria; Chloroflexota; Ktedonobacteria; Ktedonobacterales; Ktedonobacteraceae; CF-113,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,82.18,7.26,6151144,2,1,1,51,6148,329,Gs0161344
3300060670_33,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_041-O-20210803-comp-1",3300060670,MQ,Bacteria,Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,60.71,0.85,3228952,0,1,0,28,3330,508,Gs0161344
3300060670_35,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_041-O-20210803-comp-1",3300060670,MQ,Bacteria; Acidobacteriota; Terriglobia,Bacteria; Acidobacteriota; Acidobacteriae; Acidoferrales; UBA7541; Acidoferrum,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,76.14,4.49,4554497,1,2,1,54,4276,277,Gs0161344
3300060670_39,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_041-O-20210803-comp-1",3300060670,MQ,Bacteria; Planctomycetota; Planctomycetia,Bacteria; Planctomycetota; Planctomycetia; Gemmatales; Gemmataceae,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,87.03,5.11,7610014,0,1,1,52,7414,806,Gs0161344
3300060670_44,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_041-O-20210803-comp-1",3300060670,MQ,Bacteria; Pseudomonadota,Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; Bog-1198,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,58.06,2.11,2920169,0,0,0,22,3031,352,Gs0161344
3300060670_50,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_041-O-20210803-comp-1",3300060670,HQ,Bacteria; Planctomycetota,Bacteria; Planctomycetota; Planctomycetia; Planctomycetales; Planctomycetaceae,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,100,1.69,8251080,1,1,1,89,7137,107,Gs0161344
3300060670_63,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_041-O-20210803-comp-1",3300060670,MQ,Bacteria,Bacteria; Acidobacteriota; Blastocatellia; Pyrinomonadales; Pyrinomonadaceae; PSRF01,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,78.33,2.99,5084867,2,0,1,35,4535,437,Gs0161344
3300060670_67,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_041-O-20210803-comp-1",3300060670,MQ,Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; unclassified; unclassified; Rhodospirillales bacterium URHD0088,Bacteria; Proteobacteria; Alphaproteobacteria; ATCC43930; Stellaceae; URHD0088,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,70.64,8.28,5298756,0,1,0,32,5874,724,Gs0161344
3300060671_14,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_003-O-20210805-comp-1",3300060671,MQ,Bacteria; Verrucomicrobiota,Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; UBA10450; AV80,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-14,64.17,5.17,2641467,1,1,1,39,2822,368,Gs0161344
3300060671_15,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_003-O-20210805-comp-1",3300060671,MQ,Bacteria; Actinomycetota,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-744,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-14,96.58,5.06,3399082,1,0,1,56,3496,187,Gs0161344
3300060671_28,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_003-O-20210805-comp-1",3300060671,HQ,Bacteria; Actinomycetota,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-744; Palsa-744 sp017882375,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-14,96.3,1.57,3725598,1,1,1,59,3725,76,Gs0161344
3300060671_30,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_003-O-20210805-comp-1",3300060671,MQ,Bacteria,Bacteria; Bacteroidota; Ignavibacteria; SJA-28; OLB5,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-14,91.15,1.37,3558109,0,1,0,46,3409,169,Gs0161344
3300060671_31,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_003-O-20210805-comp-1",3300060671,MQ,Bacteria,Bacteria; Myxococcota; Polyangia; Palsa-1104_A; Fen-1088; Fen-1118,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-14,57.18,0,2024929,0,0,0,11,2099,408,Gs0161344
3300060671_35,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_003-O-20210805-comp-1",3300060671,MQ,Bacteria,Bacteria; Chloroflexota; Limnocylindria; Limnocylindrales; CSP1-4; Fen-1039,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-14,56.33,0,1261830,0,0,0,25,1322,201,Gs0161344
3300060671_40,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_003-O-20210805-comp-1",3300060671,MQ,Bacteria; Actinomycetota; Actinomycetes,Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; JADGOU01; JADGOU01,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-14,67.84,1.91,2036075,2,0,1,19,2181,333,Gs0161344
3300060671_45,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_003-O-20210805-comp-1",3300060671,MQ,Bacteria,Bacteria; Acidobacteriota; Blastocatellia; Pyrinomonadales; Pyrinomonadaceae; UBA11740,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-14,92.4,4.27,5361819,0,1,0,47,5034,327,Gs0161344
3300060671_46,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_003-O-20210805-comp-1",3300060671,MQ,Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-14,93.84,1.72,2178034,0,1,0,36,2391,158,Gs0161344
3300060671_49,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_003-O-20210805-comp-1",3300060671,MQ,Bacteria; Bacteroidota,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; VadinHA17; LD21,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-14,78.21,2.7,3295342,0,1,0,33,3117,428,Gs0161344
3300060671_50,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_003-O-20210805-comp-1",3300060671,MQ,Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; JACCYI01,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-14,58.83,1.71,2573366,0,1,0,23,3067,484,Gs0161344
3300060671_51,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_003-O-20210805-comp-1",3300060671,MQ,Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae,Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; SbA1; QIAJ01,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-14,62.42,0.85,3424673,1,0,1,36,3435,405,Gs0161344
3300060695_108,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_006-O-20210804-comp-1",3300060695,MQ,Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Xanthobacteraceae; Pseudolabrys; Pseudolabrys sp. Root1462,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Pseudolabrys,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,71.55,6.9,2304418,0,0,0,21,2600,348,Gs0161344
3300060695_12,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_006-O-20210804-comp-1",3300060695,MQ,Bacteria; Actinomycetota,Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,77.19,0.86,2128212,0,1,0,36,2480,330,Gs0161344
3300060695_17,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_006-O-20210804-comp-1",3300060695,MQ,Bacteria,Bacteria; Patescibacteria; Paceibacteria; UBA9983_A; SBAW01; GWA1-54-10,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,79.6,0,866306,1,1,1,39,1003,13,Gs0161344
3300060695_2,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_006-O-20210804-comp-1",3300060695,MQ,Bacteria; Actinomycetota; Actinomycetes,Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales; UBA8139; JACPNV01,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,60.39,1.28,3259594,0,0,0,21,3582,610,Gs0161344
3300060695_22,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_006-O-20210804-comp-1",3300060695,MQ,Bacteria; Actinomycetota,Bacteria; Actinobacteriota; Thermoleophilia; Miltoncostaeales; Miltoncostaeaceae,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,71.77,0.86,1755267,0,0,0,33,2099,320,Gs0161344
3300060695_26,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_006-O-20210804-comp-1",3300060695,MQ,Bacteria; Actinomycetota,Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,50.63,0.86,1546449,1,0,1,11,1837,282,Gs0161344
3300060695_27,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_006-O-20210804-comp-1",3300060695,MQ,Bacteria; Myxococcota,Bacteria; Myxococcota; Polyangia; Polyangiales; Polyangiaceae; PMG-095,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,62.44,2.63,4942309,0,1,0,34,4940,722,Gs0161344
3300060695_32,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_006-O-20210804-comp-1",3300060695,MQ,Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae,Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; SbA1; 40CM-3-55-5,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,85.61,5.13,4599039,1,1,1,40,4436,438,Gs0161344
3300060695_35,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_006-O-20210804-comp-1",3300060695,MQ,Bacteria,Bacteria; Myxococcota; Polyangia; Palsa-1104_A; Fen-1088; JADGRB01,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,89.71,3.55,4854737,1,1,1,36,4417,100,Gs0161344
3300060695_36,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_006-O-20210804-comp-1",3300060695,MQ,Bacteria; Acidobacteriota; Terriglobia; Bryobacterales,Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; Bog-105,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,59.25,8.85,3777622,0,0,0,34,3985,571,Gs0161344
3300060695_42,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_006-O-20210804-comp-1",3300060695,MQ,Bacteria; Actinomycetota; Actinomycetes,Bacteria; Actinobacteriota; Actinomycetia; JACCUZ01; JACCUZ01,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,67.27,3.29,3904873,1,0,0,22,4080,561,Gs0161344
3300060695_43,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_006-O-20210804-comp-1",3300060695,MQ,Bacteria; Pseudomonadota,Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; Bog-1198,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,87.37,8.33,5020742,0,0,0,48,5150,451,Gs0161344
3300060695_47,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_006-O-20210804-comp-1",3300060695,MQ,Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales,Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-465,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,69,2.99,1997636,0,0,0,25,2177,299,Gs0161344
3300060695_51,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_006-O-20210804-comp-1",3300060695,MQ,Bacteria,Bacteria; Patescibacteria; Paceibacteria; UBA9983_A; UBA2100; UBA10103,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,66.92,0,978271,1,1,1,42,1085,11,Gs0161344
3300060695_52,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_006-O-20210804-comp-1",3300060695,MQ,Bacteria,Bacteria; Chloroflexota; Limnocylindria; Limnocylindrales; CSP1-4; Palsa-1033,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,57.76,0.93,1680104,0,0,0,22,1848,293,Gs0161344
3300060695_53,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_006-O-20210804-comp-1",3300060695,MQ,Bacteria; Pseudomonadota; Gammaproteobacteria,Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; FEN-1191,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,72.05,3.71,2322013,1,1,1,21,2387,359,Gs0161344
3300060695_58,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_006-O-20210804-comp-1",3300060695,MQ,Bacteria; Actinomycetota; Actinomycetes,Bacteria; Actinobacteriota; Actinomycetia; Acidothermales; Acidothermaceae; PALSA-607,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,79.49,1.57,2687664,0,0,0,32,2884,299,Gs0161344
3300060695_62,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_006-O-20210804-comp-1",3300060695,MQ,Bacteria; Actinomycetota,Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales; Ilumatobacteraceae; JAENVT01,"MetaBAT v2:2.15, CheckM v1.2.1, GTDB-tk v2.1.1, GTDB database release R207_v2",IMG_PIPELINE,2023-04-13,58.19,1.71,3043434,0,0,0,36,3432,461,Gs0161344
