taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID	GOLD Study ID	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Specific Ecosystem	Altitude In Meters	Chlorophyll Concentration	Depth In Meters	Elevation In Meters	Geographic Location	Habitat	Isolation	Isolation Country	Latitude	Longhurst Code	Longhurst Description	Longitude	Nitrate Concentration	Oxygen Concentration	pH	Pressure	Salinity	Salinity Concentration	Sample Collection Date	Sample Collection Temperature	Subsurface In Meters	Genome Size  * assembled	Gene Count  * assembled	Scaffold Count  * assembled	Genome MetaBAT Bin Count  * assembled	Genome EukCC Bin Count  * assembled	CRISPR Count  * assembled	GC Count  * assembled	GC  * assembled	Coding Base Count  * assembled	Coding Base Count %  * assembled	CDS Count  * assembled	CDS %  * assembled
3300060747	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Chase Lake Wetlands, North Dakota, USA - WOOD_005-M-20210708-comp-1	DOE Joint Genome Institute  (JGI)	3300060747	Gs0161344	Environmental	Terrestrial	Wetlands	Soil	Unclassified			.1	590.3	USA: Goldwin, North Dakota	Terrestrial soil	wetland topsoil	USA	47.149339			-99.251928							2021/7/8			1834279261	3312166	1877614	4	0	234	1220619373	66.54	1831537856	99.85	3290259	99.34
3300060887	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Guanica State Forest and Biosphere Reserve, Puerto Rico - GUAN_042-M-20210920-comp-1	DOE Joint Genome Institute  (JGI)	3300060887	Gs0161344	Environmental	Terrestrial	Tropical forest	Soil	Unclassified			.1	144.8	Puerto Rico: Guanica	Terrestrial soil	forest topsoil	Puerto Rico	17.970725			-66.863969							2021/9/20			1415693220	2486121	1383622	8	0	177	909547820	64.25	1413912037	99.87	2472312	99.44
3300069246	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Chase Lake Wetlands, North Dakota, USA - WOOD_024-M-20210714-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069246	Gs0161344	Environmental	Terrestrial	Wetlands	Soil	Unclassified			.1	586.6	USA: Goldwin, North Dakota	Terrestrial soil	wetland topsoil	USA	47.151171			-99.262648							2021/7/14			1273225867	3259285	2538095	0	0	184	807967721	63.46	1270568441	99.79	3241987	99.47
3300069206	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Santa Rita Experimental Range, Tucson, Arizona, USA - SRER_005-M-20210810-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069206	Gs0161344	Environmental	Terrestrial	Desert	Soil	Unclassified			.1	1261.1	USA: Tucson, Arizona	Terrestrial soil	desert topsoil	USA	31.828844			-110.823985							2021/8/10			3191572084	8321796	6531418	0	0	766	2114076638	66.24	3185805552	99.82	8281318	99.51
3300069229	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Healy, Denali National Park, Alaska, USA - HEAL_048-M-20210622-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069229	Gs0161344	Environmental	Terrestrial	Boreal forest/Taiga	Soil	Unclassified			.2	677.6	USA: Healy, Alaska	Terrestrial soil	forest topsoil	USA	63.875088			-149.210438							2021/6/22			1499261653	3631812	2702810	0	0	495	918111710	61.24	1497177792	99.86	3614495	99.52
3300072278	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	WREF plot 73 samples	DOE Joint Genome Institute  (JGI)	3300072278	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.02	371.8	USA: Stabler, Washington	Terrestrial soil	forest topsoil	USA	n/a			n/a							2021/6/23			3049456214	5398038	3108977	0	0	394	1885051926	61.82	3046063834	99.89	5372338	99.52
3300062116	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Great Basin, Onaqui, Utah, USA - ONAQ_010-M-20210526-comp-1	DOE Joint Genome Institute  (JGI)	3300062116	Gs0161344	Environmental	Terrestrial	Shrubland	Soil	Unclassified			.1	1903.7	USA: Onaqui, Utah	Terrestrial soil	topsoil from the sagebrush and western juniper dominating site	USA	40.201043			-112.497129							2021/5/26			1556926120	2735264	1530917	9	0	232	1021475981	65.61	1554508138	99.84	2717132	99.34
3300069281	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_006-O-20210804-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069281	Gs0161344	Environmental	Terrestrial	Tundra	Soil	Unclassified			.1	931.5	USA: Toolik Field Station, Alaska	Terrestrial soil	tundra topsoil	USA	68.622127			-149.280182							2021/8/4			4057418107	9034481	6511142	0	0	969	2496329409	61.53	4051800668	99.86	8992149	99.53
3300060656	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_005-O-20210806-comp-1	DOE Joint Genome Institute  (JGI)	3300060656	Gs0161344	Environmental	Terrestrial	Tundra	Soil	Unclassified			.1	834.7	USA: Toolik Field Station, Alaska	Terrestrial soil	tundra topsoil	USA	68.560148			-149.528532							2021/8/6			1853998825	2993133	1597452	20	0	299	1102257608	59.45	1851634236	99.87	2977356	99.47
3300069297	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Guanica State Forest and Biosphere Reserve, Puerto Rico - GUAN_042-M-20210920-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069297	Gs0161344	Environmental	Terrestrial	Tropical forest	Soil	Unclassified			.1	144.8	Puerto Rico: Guanica	Terrestrial soil	forest topsoil	Puerto Rico	17.970725			-66.863969							2021/9/20			2438980885	5845556	4346421	0	0	405	1577224146	64.67	2435815408	99.87	5821213	99.58
3300069271	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Guanica State Forest and Biosphere Reserve, Puerto Rico - GUAN_003-M-20210922-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069271	Gs0161344	Environmental	Terrestrial	Tropical forest	Soil	Unclassified			.1	181	Puerto Rico: Yauco	Terrestrial soil	forest topsoil	Puerto Rico	17.973138			-66.861701							2021/9/22			2397426858	5771484	4284798	0	0	459	1565531669	65.3	2394078207	99.86	5745860	99.56
3300060669	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_042-O-20210803-comp-1	DOE Joint Genome Institute  (JGI)	3300060669	Gs0161344	Environmental	Terrestrial	Tundra	Soil	Unclassified			.1	805.4	USA: Toolik Field Station, Alaska	Terrestrial soil	tundra topsoil	USA	68.664072			-149.381292							2021/8/3			1516560478	2557888	1484123	3	0	285	900038070	59.35	1514790584	99.88	2545145	99.5
3300069270	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Santa Rita Experimental Range, Tucson, Arizona, USA - SRER_043-M-20210809-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069270	Gs0161344	Environmental	Terrestrial	Desert	Soil	Unclassified			.1	993.4	USA: Tucson, Arizona	Terrestrial soil	desert topsoil	USA	31.910099			-110.837175							2021/8/9			2792952645	6561823	4805715	0	0	520	1847044929	66.13	2788337506	99.83	6528597	99.49
3300069292	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Healy, Denali National Park, Alaska, USA - HEAL_048-O-20210622-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069292	Gs0161344	Environmental	Terrestrial	Boreal forest/Taiga	Soil	Unclassified			.1	677.6	USA: Healy, Alaska	Terrestrial soil	forest topsoil	USA	63.875088			-149.210438							2021/6/22			2765718207	5958648	4118484	0	0	1321	1694703150	61.28	2762329677	99.88	5928632	99.5
3300069280	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Wind River Experimental Forest, Washington, USA - WREF_073-O-20210623-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069280	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.02	371.8	USA: Stabler, Washington	Terrestrial soil	forest topsoil	USA	45.825842			-121.960125							2021/6/23			2273146346	5531676	4198799	0	0	626	1415240083	62.26	2270010098	99.86	5508806	99.59
3300060695	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_006-O-20210804-comp-1	DOE Joint Genome Institute  (JGI)	3300060695	Gs0161344	Environmental	Terrestrial	Tundra	Soil	Unclassified			.1	931.5	USA: Toolik Field Station, Alaska	Terrestrial soil	tundra topsoil	USA	68.622127			-149.280182							2021/8/4			2575568652	4252469	2282450	29	0	456	1593804482	61.88	2571961244	99.86	4225916	99.38
3300069237	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Lower Teakettle, Sierra National Forest, California, USA - TEAK_043-M-20210719-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069237	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.1	2141.8	USA: Lower Teakettle, California	Terrestrial soil	forest topsoil	USA	36.999698			-119.011037							2021/7/19			2317594815	5558632	4180920	0	0	486	1469397116	63.4	2314348954	99.86	5536855	99.61
3300069219	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Chase Lake Wetlands, North Dakota, USA - WOOD_003-M-20210708-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069219	Gs0161344	Environmental	Terrestrial	Wetlands	Soil	Unclassified			.1	585.7	USA: Goldwin, North Dakota	Terrestrial soil	wetland topsoil	USA	47.118581			-99.239944							2021/7/8			2284585919	5547138	4126340	0	0	303	1489652163	65.2	2280854436	99.84	5518187	99.48
3300060650	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Healy, Denali National Park, Alaska, USA - HEAL_048-O-20210622-comp-1	DOE Joint Genome Institute  (JGI)	3300060650	Gs0161344	Environmental	Terrestrial	Boreal forest/Taiga	Soil	Unclassified			.1	677.6	USA: Healy, Alaska	Terrestrial soil	forest topsoil	USA	63.875088			-149.210438							2021/6/22			1849185817	2957021	1471432	34	0	540	1137887445	61.53	1846892400	99.88	2936785	99.32
3300060648	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Yellowstone NP, Wyoming, USA - YELL_002-M-20210706-comp-1	DOE Joint Genome Institute  (JGI)	3300060648	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.1	2125.1	USA: Yellowstone NP, Wyoming	Terrestrial soil	forest topsoil	USA	44.932467			-110.634896							2021/7/6			559493798	1017974	583334	5	0	59	368145860	65.8	558269342	99.78	1011390	99.35
3300069276	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_005-O-20210806-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069276	Gs0161344	Environmental	Terrestrial	Tundra	Soil	Unclassified			.1	834.7	USA: Toolik Field Station, Alaska	Terrestrial soil	tundra topsoil	USA	68.560148			-149.528532							2021/8/6			2791483050	6003735	4268116	0	0	683	1662262995	59.55	2787946661	99.87	5978934	99.59
3300069253	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Chase Lake Wetlands, North Dakota, USA - WOOD_005-M-20210708-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069253	Gs0161344	Environmental	Terrestrial	Wetlands	Soil	Unclassified			.1	590.3	USA: Goldwin, North Dakota	Terrestrial soil	wetland topsoil	USA	47.149339			-99.251928							2021/7/8			3421221042	8535320	6496602	0	0	555	2269366874	66.33	3416194547	99.85	8494867	99.53
3300069225	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Konza Prairie Bio Station, Kansas, USA - KONZ_042-M-20210720-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069225	Gs0161344	Environmental	Terrestrial	Grasslands	Soil	Unclassified			.1	401.2	USA: Konza Prairie Bio Station, Kansas	Terrestrial soil	grassland topsoil	USA	39.09957			-96.564404							2021/7/20			1962666852	4374730	3027859	0	0	249	1266478326	64.53	1960068234	99.87	4353889	99.52
3300060651	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Lower Teakettle, Sierra National Forest, California, USA - TEAK_025-M-20210726-comp-1	DOE Joint Genome Institute  (JGI)	3300060651	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.1	2305	USA: Lower Teakettle, California	Terrestrial soil	forest topsoil	USA	36.989997			-119.024514							2021/7/26			476651090	872189	531540	0	0	60	301060862	63.16	475563736	99.77	867202	99.43
3300060915	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Konza Prairie Bio Station, Kansas, USA - KONZ_024-M-20210719-comp-1	DOE Joint Genome Institute  (JGI)	3300060915	Gs0161344	Environmental	Terrestrial	Grasslands	Soil	Unclassified			.1	351	USA: Konza Prairie Bio Station, Kansas	Terrestrial soil	grassland topsoil	USA	39.110903			-96.552209							2021/7/19			1876405998	3123336	1612423	15	0	212	1208026611	64.38	1874044490	99.87	3104349	99.39
3300060731	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Chase Lake Wetlands, North Dakota, USA - WOOD_043-M-20210712-comp-1	DOE Joint Genome Institute  (JGI)	3300060731	Gs0161344	Environmental	Terrestrial	Wetlands	Soil	Unclassified			.1	580.2	USA: Goldwin, North Dakota	Terrestrial soil	wetland topsoil	USA	47.131002			-99.242763							2021/7/12			1787723992	3068467	1606534	10	0	182	1169548426	65.42	1784975634	99.85	3046347	99.28
3300061536	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from National Grasslands LBJ, Texas, USA - CLBJ_032-M-20210504-comp-1	DOE Joint Genome Institute  (JGI)	3300061536	Gs0161344	Environmental	Terrestrial	Grasslands	Soil	Unclassified			.1	289.9	USA: Alvord, Texas	Terrestrial soil	grassland topsoil	USA	33.40613			-97.594							2021/5/4			3255498829	5251302	2576693	31	0	601	2117463602	65.04	3251386225	99.87	5216351	99.33
3300061175	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Yellowstone NP, Wyoming, USA - YELL_012-O-20210708-comp-1	DOE Joint Genome Institute  (JGI)	3300061175	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.02	1901.5	USA: Yellowstone NP, Wyoming	Terrestrial soil	forest topsoil	USA	44.944613			-110.433659							2021/7/8			1813525940	3135710	1753595	9	0	388	1156454443	63.77	1811033949	99.86	3119942	99.5
3300060644	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Caribou Creek Watershed, Alaska, USA - BONA_009-O-20210707-comp-1	DOE Joint Genome Institute  (JGI)	3300060644	Gs0161344	Environmental	Terrestrial	Boreal forest/Taiga	Soil	Unclassified			.1	429.6	USA: Caribou Creek, Alaska	Terrestrial soil	forest topsoil	USA	65.169192			-147.520277							2021/7/7			1973796526	3208194	1707182	13	0	330	1204285154	61.01	1971633542	99.89	3192454	99.51
3300060730	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Lower Teakettle, Sierra National Forest, California, USA - TEAK_043-M-20210719-comp-1	DOE Joint Genome Institute  (JGI)	3300060730	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.1	2141.8	USA: Lower Teakettle, California	Terrestrial soil	forest topsoil	USA	36.999698			-119.011037							2021/7/19			1346573611	2404841	1413788	5	0	173	855325438	63.52	1344678944	99.86	2392930	99.5
3300061224	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Santa Rita Experimental Range, Tucson, Arizona, USA - SRER_053-M-20210810-comp-1	DOE Joint Genome Institute  (JGI)	3300061224	Gs0161344	Environmental	Terrestrial	Desert	Soil	Unclassified			.1	996.7	USA: Tucson, Arizona	Terrestrial soil	desert topsoil	USA	31.909824			-110.835912							2021/8/10			2244598773	4019754	2255669	8	0	352	1488706724	66.32	2241321919	99.85	3992839	99.33
3300069215	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from National Grasslands LBJ, Texas, USA - CLBJ_006-M-20210506-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069215	Gs0161344	Environmental	Terrestrial	Grasslands	Soil	Unclassified			.1	275.8	USA: Alvord, Texas	Terrestrial soil	grassland topsoil	USA	33.39823			-97.56673							2021/5/6			3630159317	8549366	6252038	0	0	737	2286373935	62.98	3625095798	99.86	8510682	99.55
3300060643	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from National Grasslands LBJ, Texas, USA - CLBJ_001-M-20210506-comp-1	DOE Joint Genome Institute  (JGI)	3300060643	Gs0161344	Environmental	Terrestrial	Grasslands	Soil	Unclassified			.1	278.1	USA: Alvord, Texas	Terrestrial soil	grassland topsoil	USA	33.39799			-97.56834							2021/5/6			1744773601	3142766	1782932	8	0	279	1128977762	64.71	1742244978	99.86	3123291	99.38
3300069241	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from National Grasslands LBJ, Texas, USA - CLBJ_038-M-20210504-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069241	Gs0161344	Environmental	Terrestrial	Grasslands	Soil	Unclassified			.1	281	USA: Alvord, Texas	Terrestrial soil	grassland topsoil	USA	33.41426			-97.5971							2021/5/4			2542924798	6474566	5005883	0	0	494	1614591261	63.49	2539168899	99.85	6448288	99.59
3300069262	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Chase Lake Wetlands, North Dakota, USA - WOOD_001-M-20210714-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069262	Gs0161344	Environmental	Terrestrial	Wetlands	Soil	Unclassified			.1	596.3	USA: Goldwin, North Dakota	Terrestrial soil	wetland topsoil	USA	47.128258			-99.257768							2021/7/14			2581360018	6218587	4626909	0	0	292	1690306538	65.48	2577596984	99.85	6188821	99.52
3300069240	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Chase Lake Wetlands, North Dakota, USA - WOOD_042-M-20210712-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069240	Gs0161344	Environmental	Terrestrial	Wetlands	Soil	Unclassified			.1	584.5	USA: Goldwin, North Dakota	Terrestrial soil	wetland topsoil	USA	47.129092			-99.245921							2021/7/12			3978393242	9202758	6604065	0	0	684	2554571806	64.21	3972566741	99.85	9155038	99.48
3300061202	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Great Basin, Onaqui, Utah, USA - ONAQ_008-M-20210524-comp-1	DOE Joint Genome Institute  (JGI)	3300061202	Gs0161344	Environmental	Terrestrial	Shrubland	Soil	Unclassified			.1	1795.9	USA: Onaqui, Utah	Terrestrial soil	topsoil from the sagebrush and western juniper dominating site	USA	40.15854			-112.521574							2021/5/24			917662755	1716085	1033109	2	0	103	585287401	63.78	915735840	99.79	1705317	99.37
3300061642	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Guanica State Forest and Biosphere Reserve, Puerto Rico - GUAN_006-M-20210922-comp-1	DOE Joint Genome Institute  (JGI)	3300061642	Gs0161344	Environmental	Terrestrial	Tropical forest	Soil	Unclassified			.1	98.9	Puerto Rico: Guanica	Terrestrial soil	forest topsoil	Puerto Rico	17.963818			-66.875667							2021/9/22			1436075524	2481733	1370525	4	0	163	947761448	66	1434521127	99.89	2467093	99.41
3300061213	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from National Grasslands LBJ, Texas, USA - CLBJ_033-M-20210505-comp-1	DOE Joint Genome Institute  (JGI)	3300061213	Gs0161344	Environmental	Terrestrial	Grasslands	Soil	Unclassified			.1	308.6	USA: Alvord, Texas	Terrestrial soil	grassland topsoil	USA	33.38097			-97.62021							2021/5/5			3067363352	4810655	2269097	53	0	745	1936180378	63.12	3063584194	99.88	4779767	99.36
3300069254	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069254	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.02	3312.5	USA: Niwot Ridge, Colorado	Terrestrial soil	forest topsoil	USA	40.043059			-105.581501							2021/7/26			3687842670	7788370	5430327	0	0	953	2157630063	58.51	3683819358	99.89	7757019	99.6
3300060665	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Lower Teakettle, Sierra National Forest, California, USA - TEAK_002-O-20210720-comp-1	DOE Joint Genome Institute  (JGI)	3300060665	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.02	2377.1	USA: Lower Teakettle, California	Terrestrial soil	forest topsoil	USA	36.978454			-119.035693							2021/7/20			958813025	1632731	916970	9	0	227	591894267	61.73	957151343	99.83	1623582	99.44
3300061624	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Caribou Creek Watershed, Alaska, USA - BONA_004-O-20210707-comp-1	DOE Joint Genome Institute  (JGI)	3300061624	Gs0161344	Environmental	Terrestrial	Boreal forest/Taiga	Soil	Unclassified			.1	668.9	USA: Caribou Creek, Alaska	Terrestrial soil	forest topsoil	USA	65.190675			-147.536694							2021/7/7			2238564630	3413661	1625468	25	0	452	1337476887	59.75	2236176860	99.89	3394852	99.45
3300072277	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	WREF plot 4 samples	DOE Joint Genome Institute  (JGI)	3300072277	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.02	567.8	USA: Stabler, Washington	Terrestrial soil	forest topsoil	USA	n/a			n/a							2021/6/22			2810549800	4897306	2730029	0	0	431	1734718624	61.72	2807282678	99.88	4873190	99.51
3300060884	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Chase Lake Wetlands, North Dakota, USA - WOOD_042-M-20210712-comp-1	DOE Joint Genome Institute  (JGI)	3300060884	Gs0161344	Environmental	Terrestrial	Wetlands	Soil	Unclassified			.1	584.5	USA: Goldwin, North Dakota	Terrestrial soil	wetland topsoil	USA	47.129092			-99.245921							2021/7/12			2457554932	4227364	2233415	19	0	334	1582335043	64.39	2454003617	99.86	4197994	99.31
3300060744	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Yellowstone NP, Wyoming, USA - YELL_016-M-20210708-comp-1	DOE Joint Genome Institute  (JGI)	3300060744	Gs0161344	Environmental	Terrestrial	Temperate forest	Soil	Unclassified			.1	2046.8	USA: Yellowstone NP, Wyoming	Terrestrial soil	forest topsoil	USA	44.965771			-110.583711							2021/7/8			1035151817	1787875	954787	11	0	123	680061956	65.7	1033433633	99.83	1775567	99.31
3300069226	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from National Grasslands LBJ, Texas, USA - CLBJ_033-M-20210505-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069226	Gs0161344	Environmental	Terrestrial	Grasslands	Soil	Unclassified			.1	308.6	USA: Alvord, Texas	Terrestrial soil	grassland topsoil	USA	33.38097			-97.62021							2021/5/5			4258032170	8695554	5667642	0	0	1398	2687606411	63.12	4252762308	99.88	8652501	99.5
3300069233	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Chase Lake Wetlands, North Dakota, USA - WOOD_002-M-20210708-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069233	Gs0161344	Environmental	Terrestrial	Wetlands	Soil	Unclassified			.1	573.6	USA: Goldwin, North Dakota	Terrestrial soil	wetland topsoil	USA	47.136134			-99.232896							2021/7/8			1966886417	4438217	3127440	0	0	265	1295340794	65.86	1963863092	99.85	4413393	99.44
3300069209	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Guanica State Forest and Biosphere Reserve, Puerto Rico - GUAN_006-M-20210922-comp-1 re-annotation	DOE Joint Genome Institute  (JGI)	3300069209	Gs0161344	Environmental	Terrestrial	Tropical forest	Soil	Unclassified			.1	98.9	Puerto Rico: Guanica	Terrestrial soil	forest topsoil	Puerto Rico	17.963818			-66.875667							2021/9/22			2359653116	5515222	4028196	0	0	343	1558378562	66.04	2356740087	99.88	5490708	99.56
3300060916	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Konza Prairie Bio Station, Kansas, USA - KONZ_045-M-20210721-comp-1	DOE Joint Genome Institute  (JGI)	3300060916	Gs0161344	Environmental	Terrestrial	Grasslands	Soil	Unclassified			.1	392.1	USA: Konza Prairie Bio Station, Kansas	Terrestrial soil	grassland topsoil	USA	39.103827			-96.561811							2021/7/21			3088759773	4930924	2361762	30	0	562	1991256221	64.47	3085044659	99.88	4898386	99.34
3300061535	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico	Terrestrial soil microbial communities from Great Basin, Onaqui, Utah, USA - ONAQ_002-M-20210524-comp-1	DOE Joint Genome Institute  (JGI)	3300061535	Gs0161344	Environmental	Terrestrial	Shrubland	Soil	Unclassified			.1	1688	USA: Onaqui, Utah	Terrestrial soil	topsoil from the sagebrush and western juniper dominating site	USA	40.193323			-112.464547							2021/5/24			2521031527	4443185	2431291	15	0	428	1661087927	65.89	2517399045	99.86	4412387	99.31
